station_id,timestamp,water_temp_result_type,water_temp_detection_condition,water_temp_value,water_temp_units,ph_result_type,ph_detection_condition,ph_value,ph_units,do_result_type,do_detection_condition,do_value,do_units,salinity_result_type,salinity_detection_condition,salinity_value,salinity_units,phosphate_phosphorus_result_type,phosphate_phosphorus_detection_condition,phosphate_phosphorus_value,phosphate_phosphorus_units,chlora_result_type,chlora_detection_condition,chlora_value,chlora_units,enterococcus_result_type,enterococcus_detection_condition,enterococcus_value,enterococcus_units,tss_result_type,tss_detection_condition,tss_value,tss_units,nutrient_nitrogen_result_type,nutrient_nitrogen_detection_condition,nutrient_nitrogen_value,nutrient_nitrogen_units
21DELAWQ_WQX-101021,2019-07-02 08:31:00,Actual,Detected,20.46,Deg C.,Actual,Detected,7.41,ph,Actual,Detected,8.49,mg/l,Actual,Detected,0.26,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,1.28,ug/l,Actual,Detected,731,cfu/100 ml,Estimated,Detected,1.5,mg/l,Actual,Detected,1.95,mg/l
21DELAWQ_WQX-101021,2019-06-04 09:11:00,Actual,Detected,15.68,Deg C.,Actual,Detected,7.69,ph,Actual,Detected,9.66,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.94,ug/l,Actual,Detected,870,cfu/100 ml,Estimated,Detected,1.6,mg/l,Actual,Detected,1.85,mg/l
21DELAWQ_WQX-101021,2019-08-06 09:01:00,Actual,Detected,23.24,Deg C.,Actual,Detected,7.87,ph,Actual,Detected,8.06,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.05,mg/l,Actual,Detected,1.08,ug/l,Actual,Detected,651,cfu/100 ml,Estimated,Detected,1.3,mg/l,Actual,Detected,1.72,mg/l
21DELAWQ_WQX-101021,2019-12-03 09:06:00,Actual,Detected,5.95,Deg C.,Actual,Detected,7.53,ph,Actual,Detected,11.72,mg/l,Actual,Detected,0.19,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,2.07,ug/l,Actual,Detected,93,cfu/100 ml,Estimated,Detected,1.1,mg/l,Actual,Detected,1.1,mg/l
21DELAWQ_WQX-101021,2019-02-06 09:13:00,Actual,Detected,6.07,Deg C.,Actual,Detected,7.58,ph,Actual,Detected,12.82,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,2.2,ug/l,Actual,Detected,17,cfu/100 ml,Estimated,Detected,1.2,mg/l,Actual,Detected,2.03,mg/l
21DELAWQ_WQX-101021,2019-03-05 09:11:00,Actual,Detected,2.79,Deg C.,Actual,Detected,7.84,ph,Actual,Detected,13.77,mg/l,Actual,Detected,0.26,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,3.69,ug/l,Actual,Detected,17,cfu/100 ml,Estimated,Detected,2.2,mg/l,Actual,Detected,1.47,mg/l
21DELAWQ_WQX-101021,2019-11-06 08:51:00,Actual,Detected,10.49,Deg C.,Actual,Detected,7.47,ph,Actual,Detected,10.12,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.04,mg/l,Actual,Not Detected,0.1,ug/l,Actual,Detected,75,cfu/100 ml,Estimated,Detected,1.7,mg/l,Actual,Detected,1.52,mg/l
21DELAWQ_WQX-101021,2019-10-14 09:10:00,Actual,Detected,15.17,Deg C.,Actual,Detected,7.6,ph,Actual,Detected,9.02,mg/l,Actual,Detected,0.29,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.79,ug/l,Actual,Detected,456,cfu/100 ml,Actual,Detected,2.5,mg/l,Actual,Detected,1.75,mg/l
21DELAWQ_WQX-101021,2019-01-08 08:57:00,Actual,Detected,5.87,Deg C.,Actual,Detected,7.68,ph,Actual,Detected,12.45,mg/l,Actual,Detected,0.21,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,2.5,ug/l,Actual,Detected,43,cfu/100 ml,Estimated,Detected,2.3,mg/l,Actual,Detected,1.9,mg/l
21DELAWQ_WQX-101021,2020-04-07 08:06:00,Actual,Detected,12.33,Deg C.,Actual,Detected,7.45,ph,Actual,Detected,9.6,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,5.33,ug/l,Actual,Detected,1840,cfu/100 ml,Estimated,Detected,2.1,mg/l,Actual,Detected,1.33,mg/l
21DELAWQ_WQX-101021,2020-09-02 07:39:00,Actual,Detected,20.8,Deg C.,Actual,Detected,7.26,ph,Actual,Detected,8.04,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.45,ug/l,Actual,Detected,472,cfu/100 ml,Estimated,Detected,1.7,mg/l,Actual,Detected,1.72,mg/l
21DELAWQ_WQX-101021,2020-11-05 09:04:00,Actual,Detected,10.07,Deg C.,Actual,Detected,6.87,ph,Actual,Detected,10.17,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.32,ug/l,Actual,Detected,64,cfu/100 ml,Estimated,Present Below Quantification Limit,1,mg/l,Actual,Detected,1.72,mg/l
21DELAWQ_WQX-101021,2020-07-08 07:53:00,Actual,Detected,23.35,Deg C.,Actual,Detected,7.76,ph,Actual,Detected,7.24,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.05,mg/l,Actual,Detected,3.42,ug/l,Actual,Detected,821,cfu/100 ml,Estimated,Detected,2.1,mg/l,Actual,Detected,1.22,mg/l
21DELAWQ_WQX-101021,2020-03-10 08:40:00,Actual,Detected,9.67,Deg C.,Actual,Detected,7.89,ph,Actual,Detected,10.26,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,1.67,ug/l,Actual,Detected,10,cfu/100 ml,Estimated,Detected,1.6,mg/l,Actual,Detected,1.77,mg/l
21DELAWQ_WQX-101021,2020-06-10 09:56:00,Actual,Detected,20.99,Deg C.,Actual,Detected,7.52,ph,Actual,Detected,7.28,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.06,mg/l,Actual,Detected,1.38,ug/l,Actual,Detected,521,cfu/100 ml,Estimated,Present Below Quantification Limit,2.1,mg/l,Actual,Detected,1.67,mg/l
21DELAWQ_WQX-101021,2020-02-05 08:24:00,Actual,Detected,9.18,Deg C.,Actual,Detected,8.14,ph,Actual,Detected,10.67,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,1.25,ug/l,Actual,Detected,13,cfu/100 ml,Estimated,Detected,1.4,mg/l,Actual,Detected,1.73,mg/l
21DELAWQ_WQX-101021,2020-01-07 08:26:00,Actual,Detected,5.04,Deg C.,Actual,Detected,7.72,ph,Actual,Detected,12.39,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.82,ug/l,Actual,Detected,24,cfu/100 ml,Actual,Detected,3.3,mg/l,Actual,Detected,1.69,mg/l
21DELAWQ_WQX-101021,2020-05-06 08:07:00,Actual,Detected,12.89,Deg C.,Actual,Detected,7.48,ph,Actual,Detected,9.78,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,1.69,ug/l,Actual,Detected,102,cfu/100 ml,Estimated,Detected,1.4,mg/l,Actual,Detected,1.7,mg/l
21DELAWQ_WQX-101021,2021-03-03 07:44:00,Actual,Detected,3.73,Deg C.,Actual,Detected,7.71,ph,Actual,Detected,12.76,mg/l,Actual,Detected,0.26,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,1.56,ug/l,Actual,Detected,20,cfu/100 ml,Estimated,Present Below Quantification Limit,1.4,mg/l,Actual,Detected,1.89,mg/l
21DELAWQ_WQX-101021,2021-01-06 09:02:00,Actual,Detected,6.63,Deg C.,Actual,Detected,7.13,ph,Actual,Detected,11.69,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.34,ug/l,Actual,Detected,56,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.96,mg/l
21DELAWQ_WQX-101021,2021-05-05 07:45:00,Actual,Detected,17.84,Deg C.,Actual,Detected,7.63,ph,Actual,Detected,8.8,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,2.07,ug/l,Actual,Detected,242,cfu/100 ml,Estimated,Present Below Quantification Limit,2.1,mg/l,Actual,Detected,1.66,mg/l
21DELAWQ_WQX-101021,2021-09-07 07:40:00,Actual,Detected,19.11,Deg C.,Actual,Detected,6.71,ph,Actual,Detected,8.82,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.85,ug/l,Actual,Detected,476,cfu/100 ml,Estimated,Present Below Quantification Limit,2,mg/l,Actual,Detected,1.71,mg/l
21DELAWQ_WQX-101021,2021-07-07 09:01:00,Actual,Detected,23.13,Deg C.,Actual,Detected,7,ph,Actual,Detected,7.72,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.92,ug/l,Actual,Detected,449,cfu/100 ml,Estimated,Present Below Quantification Limit,2.4,mg/l,Actual,Detected,1.67,mg/l
21DELAWQ_WQX-101021,2021-11-03 09:51:00,Actual,Detected,9.53,Deg C.,Actual,Detected,6.91,ph,Actual,Detected,10.5,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.29,ug/l,Actual,Detected,129,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.46,mg/l
21DELAWQ_WQX-101021,2022-01-06 07:46:00,Actual,Detected,4.18,Deg C.,Actual,Detected,7.47,ph,Actual,Detected,11.93,mg/l,Actual,Detected,0.26,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,0.9,ug/l,Actual,Detected,63,cfu/100 ml,Estimated,Present Below Quantification Limit,1.8,mg/l,Actual,Detected,1.82,mg/l
21DELAWQ_WQX-101021,2022-03-09 07:58:00,Actual,Detected,8.18,Deg C.,Actual,Detected,7.53,ph,Actual,Detected,10.84,mg/l,Actual,Detected,0.27,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,1.8,ug/l,Actual,Detected,17,cfu/100 ml,Estimated,Present Below Quantification Limit,1,mg/l,Actual,Detected,1.58,mg/l
21DELAWQ_WQX-101021,2022-05-04 07:54:00,Actual,Detected,14.8,Deg C.,Actual,Detected,7.34,ph,Actual,Detected,9.43,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.02,mg/l,Actual,Detected,9.94,ug/l,Actual,Detected,1630,cfu/100 ml,Actual,Detected,2.8,mg/l,Actual,Detected,1.49,mg/l
21DELAWQ_WQX-101021,2000-05-23 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.72,mg/l
21DELAWQ_WQX-101021,2000-08-15 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.63,mg/l
21DELAWQ_WQX-101021,2000-10-10 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.89,mg/l
21DELAWQ_WQX-101021,2001-04-16 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.56,mg/l
21DELAWQ_WQX-101021,2001-06-11 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.79,mg/l
21DELAWQ_WQX-101021,2001-08-07 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.25,mg/l
21DELAWQ_WQX-101021,2001-10-31 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,0.97,mg/l
21DELAWQ_WQX-101021,2002-04-24 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.18,mg/l
21DELAWQ_WQX-101021,2002-06-17 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.45,mg/l
21DELAWQ_WQX-101021,2002-08-07 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.39,mg/l
21DELAWQ_WQX-101021,2002-11-13 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,0.56,mg/l
21DELAWQ_WQX-101021,2003-04-22 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.45,mg/l
21DELAWQ_WQX-101021,2003-06-10 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,5.38,mg/l
21DELAWQ_WQX-101021,2003-08-27 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2,mg/l
21DELAWQ_WQX-101021,2003-11-05 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.55,mg/l
21DELAWQ_WQX-101021,2004-04-27 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.9,mg/l
21DELAWQ_WQX-101021,2004-05-18 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.37,mg/l
21DELAWQ_WQX-101021,2004-06-07 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.11,mg/l
21DELAWQ_WQX-101021,2004-06-23 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.19,mg/l
21DELAWQ_WQX-101021,2004-07-07 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.74,mg/l
21DELAWQ_WQX-101021,2004-07-19 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.82,mg/l
21DELAWQ_WQX-101021,2004-08-03 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.92,mg/l
21DELAWQ_WQX-101021,2004-08-24 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.91,mg/l
21DELAWQ_WQX-101021,2004-09-07 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.08,mg/l
21DELAWQ_WQX-101021,2004-09-27 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.22,mg/l
21DELAWQ_WQX-101021,2004-10-20 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.14,mg/l
21DELAWQ_WQX-101021,2022-10-05 07:40:00,Actual,Detected,13.33,Deg C.,Actual,Detected,7.47,ph,Actual,Detected,10.29,mg/l,Actual,Detected,0.16,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.98,ug/l,Actual,Detected,933,cfu/100 ml,Actual,Not Detected,0.85,mg/l,Actual,Detected,1.46,mg/l
21DELAWQ_WQX-101021,2022-12-07 07:43:00,Actual,Detected,10.18,Deg C.,Actual,Detected,7.62,ph,Actual,Detected,11.07,mg/l,Actual,Detected,0.1,ppt,Actual,Detected,0.06,mg/l,Actual,Detected,1.68,ug/l,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,4.7,mg/l,Actual,Detected,0.99,mg/l
21DELAWQ_WQX-101021,2023-12-05 08:23:00,Actual,Detected,7.94,Deg C.,Actual,Detected,7.26,ph,Actual,Detected,11.47,mg/l,Actual,Detected,0.22,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.53,ug/l,Actual,Detected,122,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.29,mg/l
21DELAWQ_WQX-101021,2023-11-02 08:19:00,Actual,Detected,9.13,Deg C.,Actual,Detected,6.77,ph,Actual,Detected,10.73,mg/l,Actual,Detected,0.29,ppt,Actual,Detected,0.03,mg/l,Actual,Detected,0.51,ug/l,Actual,Detected,293,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,0.86,mg/l
21DELAWQ_WQX-101021,2024-01-10 08:00:00,Actual,Detected,9.45,Deg C.,Actual,Detected,6.34,ph,Actual,Detected,11.11,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,0.09,mg/l,Actual,Detected,1.38,ug/l,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,15.1,mg/l,Actual,Detected,1.12,mg/l
21DELAWQ_WQX-101021,2023-09-06 08:15:00,Actual,Detected,22.81,Deg C.,Actual,Detected,6.82,ph,Actual,Detected,7.34,mg/l,Actual,Detected,0.27,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.87,ug/l,Actual,Detected,394,cfu/100 ml,Estimated,Present Below Quantification Limit,1.3,mg/l,Actual,Detected,1.42,mg/l
21DELAWQ_WQX-101021,2023-07-11 07:59:00,Actual,Detected,20.7,Deg C.,Actual,Detected,7.01,ph,Actual,Detected,8.7,mg/l,Actual,Detected,0.19,ppt,Actual,Detected,0.05,mg/l,Actual,Detected,0.94,ug/l,Actual,Detected,1540,cfu/100 ml,Estimated,Present Below Quantification Limit,1.5,mg/l,Actual,Detected,1.38,mg/l
21DELAWQ_WQX-101021,2023-08-02 08:11:00,Actual,Detected,19.3,Deg C.,Actual,Detected,7.31,ph,Actual,Detected,8.95,mg/l,Actual,Detected,0.25,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,0.81,ug/l,Actual,Detected,922,cfu/100 ml,Estimated,Present Below Quantification Limit,1.4,mg/l,Actual,Detected,1.48,mg/l
21DELAWQ_WQX-101021,2022-08-03 07:28:00,Actual,Detected,22.2,Deg C.,Actual,Detected,7.66,ph,Actual,Detected,7.74,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.05,mg/l,Actual,Detected,0.54,ug/l,Actual,Detected,977,cfu/100 ml,Estimated,Present Below Quantification Limit,1.7,mg/l,Actual,Detected,1.42,mg/l
21DELAWQ_WQX-101021,2023-02-07 07:49:00,Actual,Detected,3.4,Deg C.,Actual,Detected,7.35,ph,Actual,Detected,12.86,mg/l,Actual,Detected,0.24,ppt,Actual,Detected,0.01,mg/l,Actual,Detected,1.4,ug/l,Actual,Detected,8,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.92,mg/l
21DELAWQ_WQX-101021,2023-06-07 08:18:00,Actual,Detected,16.69,Deg C.,Actual,Detected,7.01,ph,Actual,Detected,8.71,mg/l,Actual,Detected,0.27,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,1.02,ug/l,Actual,Detected,615,cfu/100 ml,Estimated,Present Below Quantification Limit,2.4,mg/l,Actual,Detected,1.61,mg/l
21DELAWQ_WQX-101021,2023-04-05 07:53:00,Actual,Detected,14.85,Deg C.,Actual,Detected,7.16,ph,Actual,Detected,9.26,mg/l,Actual,Detected,0.23,ppt,Actual,Detected,0.01,mg/l,Actual,Detected,2.27,ug/l,Actual,Detected,109,cfu/100 ml,Estimated,Present Below Quantification Limit,1.7,mg/l,Actual,Detected,1.35,mg/l
21DELAWQ_WQX-101021,2023-10-04 07:51:00,Actual,Detected,17.86,Deg C.,Actual,Detected,7,ph,Actual,Detected,8.92,mg/l,Actual,Detected,0.28,ppt,Actual,Detected,0.04,mg/l,Actual,Detected,1,ug/l,Actual,Detected,456,cfu/100 ml,Actual,Not Detected,0.5,mg/l,Actual,Detected,1.6,mg/l
