OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MD,USGS Maryland Water Science Center,USGS-394656075422001,Bb43-13,Well,,02040205,,,,,39.78233346000000,-75.7052116000000,24000,1,seconds,Interpolated from MAP.,NAD83,260,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,197702,287,ft,287,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394659075380801,Bc42-28,Well,,02040205,,,,,39.78316745000000,-75.6352069000000,24000,1,seconds,Interpolated from MAP.,NAD83,242,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,199201,505,ft,505,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394701075422201,Bb33-28,Well,,02040205,,,,,39.78372248000000,-75.6882660000000,24000,1,seconds,Interpolated from MAP.,NAD83,260,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,19900314,,,340,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394704075415601,Bb34-33,Well,,02040205,,,,,39.78455570000000,-75.6985446000000,24000,1,seconds,Interpolated from MAP.,NAD83,255,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,19740128,305,ft,305,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394705075420401,Bb33-11,Well,,02040205,,,,,39.78483345000000,-75.7007669000000,24000,1,seconds,Interpolated from MAP.,NAD83,252,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,197001,312,ft,312,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394706075420601,Bb33-13,Well,,02040205,,,,,39.78511120000000,-75.7013225000000,24000,1,seconds,Interpolated from MAP.,NAD83,250,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,196808,163,ft,163,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394707075421001,Bb33-12,Well,,02040205,,,,,39.78538898000000,-75.7024337000000,24000,1,seconds,Interpolated from MAP.,NAD83,260,feet,130,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,1968,332,ft,332,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394709075421601,Bb33-15,Well,,02040205,,,,,39.78594450000000,-75.7041005000000,24000,1,seconds,Interpolated from MAP.,NAD83,275,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,197702,298,ft,298,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394710075420201,Bb34-31,Well,,02040205,,,,,39.78622230000000,-75.7002114000000,24000,1,seconds,Interpolated from MAP.,NAD83,254,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394714075414501,Bb34-34,Well,,02040205,,,,,39.78733346000000,-75.6954889000000,24000,1,seconds,Interpolated from MAP.,NAD83,260,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,197702,298,ft,298,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394715075390901,Bc31-08,Well,,02040205,,,,,39.78761164000000,-75.6521527000000,24000,1,seconds,Interpolated from MAP.,NAD83,315,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,19801124,330,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394715075410601,Bb34-58,Well,,02040205,,,,,39.78761130000000,-75.6846548000000,24000,1,seconds,Interpolated from MAP.,NAD83,325,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,Mixed (confined and unconfined) multiple aquifers,1960,60,ft,60,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394716075415801,Bb34-40,Well: Test hole not completed as a well,,02040205,,,,,39.78788897000000,-75.6991002800000,24000,1,seconds,Interpolated from MAP.,NAD83,253.21,feet,.01,feet,Level or other surveyed method.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,19790328,70,ft,70,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394717075395401,Bc31-10,Well,,02040205,,,,,39.78816707000000,-75.6646535000000,24000,1,seconds,Interpolated from MAP.,NAD83,310,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,19880629,220,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394717075412701,Bb34-36,Well,,02040205,,,,,39.78816680000000,-75.6904886000000,24000,1,seconds,Interpolated from MAP.,NAD83,260,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,197702,248,ft,248,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394720075422501,Bb33-14,Well,,02040205,,,,,39.78899998000000,-75.7066008000000,24000,1,seconds,Interpolated from MAP.,NAD83,300,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,Mixed (confined and unconfined) multiple aquifers,197702,298,ft,298,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394722075414501,Bb34-29,Well,,02040205,,,,,39.78955560000000,-75.6954889800000,24000,1,seconds,Interpolated from MAP.,NAD83,265,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,197404,273,ft,273,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394726075415501,Bb34-27,Well,,02040205,,,,,39.79066670000000,-75.6982669900000,24000,1,seconds,Interpolated from MAP.,NAD83,260,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,19570711,93,ft,93,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394728075425401,Bb33-32,Well,,02040205,,,,,39.79122209000000,-75.7146570000000,24000,1,seconds,Interpolated from MAP.,NAD83,362,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,Mixed (confined and unconfined) multiple aquifers,19880421,150,ft,150,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394731075423201,Bb33-34,Well,,02040205,,,,,39.79205546000000,-75.7085455000000,24000,1,seconds,Interpolated from MAP.,NAD83,280,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,Mixed (confined and unconfined) multiple aquifers,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394732075420202,Bb33-26,Well,,02040205,,,,,39.79233330000000,-75.7002116000000,24000,1,seconds,Interpolated from MAP.,NAD83,280,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,19890615,340,ft,340,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394735075415001,Bb34-57,Well,,02040205,,,,,39.79316667000000,-75.6968781000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394740075415801,Bb34-50,Well: Test hole not completed as a well,,02040205,,,,,39.79455550000000,-75.6991005000000,24000,1,seconds,Interpolated from MAP.,NAD83,300,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,19890619,340,ft,340,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394745075420701,Bb33-27,Well,,02040205,,,,,39.79594435000000,-75.7016007000000,24000,1,seconds,Interpolated from MAP.,NAD83,300,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,19890619,360,ft,360,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394752075374001,Bc33-09,Well,,02040205,,,,,39.79788946000000,-75.6274291000000,24000,1,seconds,Interpolated from MAP.,NAD83,300,feet,20,feet,Interpolated from topographic map.,NGVD29,US,10,003,,,,,19850722,160,ft,160,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394754075365101,Bc34-14,Well,,02040205,,,,,39.79844510000000,-75.6138170800000,24000,1,seconds,Interpolated from MAP.,NAD83,321,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,19631209,312,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394757075421901,Bb33-29,Well,,02040205,,,,,39.79927759000000,-75.7049344000000,24000,1,seconds,Interpolated from MAP.,NAD83,345,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,Mixed (confined and unconfined) multiple aquifers,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394758075402701,Bb35-14,Well,,02040205,,,,,39.79955565000000,-75.6738212000000,24000,1,seconds,Interpolated from MAP.,NAD83,320,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,Mixed (confined and unconfined) multiple aquifers,19851113,500,ft,500,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394759075403501,Bb35-15,Well,,02040205,,,,,39.79983340000000,-75.6760435900000,24000,1,seconds,Interpolated from MAP.,NAD83,228,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Cockeysville Marble,Mixed (confined and unconfined) multiple aquifers,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394807075411001,Bb24-06,Well,,02040205,,,,,39.80205549000000,-75.6857665000000,24000,1,seconds,Interpolated from MAP.,NAD83,315,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,Mixed (confined and unconfined) multiple aquifers,19651222,156,ft,156,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394823075361001,Bc24-01,Well,,02040205,,,,,39.80650060000000,-75.6024277000000,,1,seconds,Interpolated from MAP.,NAD83,270,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394824075411801,Bb24-15,Well,,02040205,,,,,39.80677760000000,-75.6879890900000,24000,1,seconds,Interpolated from MAP.,NAD83,345,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,,220,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394826075391601,Bc21-07,Well,,02040205,,,,,39.80733347000000,-75.6540979000000,24000,1,seconds,Interpolated from MAP.,NAD83,225,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,1976,205,ft,205,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394835075381901,Bc22-10,Well,,02040205,,,,,39.80983357000000,-75.6382636000000,24000,1,seconds,Interpolated from MAP.,NAD83,325,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,1960,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394835075401501,Bb25-28,Well,,02040205,,,,,39.80983327000000,-75.6704880000000,24000,1,seconds,Interpolated from MAP.,NAD83,230,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,19851025,220,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394841075392001,Bc21-09,Well,,02040205,,,,,39.81150005000000,-75.6552092000000,24000,1,seconds,Interpolated from MAP.,NAD83,272,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,198907,260,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394856075373101,Bc23-22,Well,,02040205,,,,,39.81566690000000,-75.6249295000000,24000,1,seconds,Interpolated from MAP.,NAD83,365,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,19610830,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394920075383001,Bc12-03,Well,,02040205,,,,,39.82233330000000,-75.6413197000000,24000,1,seconds,Interpolated from MAP.,NAD83,245,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,1983,250,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-394931075371101,Bc13-19,Well,,02040205,,,,,39.82538900000000,-75.6193738800000,24000,1,seconds,Interpolated from MAP.,NAD83,421,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,003,Piedmont and Blue Ridge crystalline-rock aquifers,,Wissahickon Formation,,19890508,300,ft,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-385619075062701,Delaware Bay at mi 7.0 nr Milford DE -offboat,Estuary,,02040204,,,,,38.93861110000000,-75.1075000000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from topographic map.,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-390203075093001,Delaware Bay at mi14.0 nr Thompsonville DE-offboat,Estuary,,02040204,,,,,39.03416667000000,-75.1583333000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from topographic map.,NAVD88,US,10,001,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-390203075093002,Delaware Bay at mi 14.0 nr Thompsonville DE-onboat,Estuary,,02040204,,,,,39.03416667000000,-75.1583333000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from topographic map.,NAVD88,US,10,001,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-391043075160901,Delaware Bay at mi 26.0 nr Dover DE -offboat,Estuary,,02040204,,,,,39.17861110000000,-75.2691667000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from topographic map.,NAVD88,US,10,001,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-392410075300001,Delaware Bay at mi 46.0 near Smyrna DE -offboat,Estuary,,02040204,,,,,39.40277778000000,-75.5000000000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from topographic map.,NAVD88,US,10,003,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-393109075330401,Delaware R at mi 55.5 nr Port Penn DE -offboat,Stream: Tidal stream,,02040204,,,,,39.51916667000000,-75.5511111000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from topographic map.,NAVD88,US,10,003,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-393436075331701,Delaware R at mi 59.5 nr Delaware City DE -offboat,Stream: Tidal stream,,02040204,,,,,39.57666667000000,-75.5547222000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,5.4,feet,Interpolated from topographic map.,NAVD88,US,10,003,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-393721075344701,Delaware R at mi 62.5 nr Delaware City DE -offboat,Stream: Tidal stream,,02040204,,,,,39.62250000000000,-75.5797222000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from topographic map.,NAVD88,US,10,003,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-393721075344702,Delaware R at mi 62.5 nr Delaware City DE -onboat,Stream: Tidal stream,,02040204,,,,,39.62250000000000,-75.5797222000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from topographic map.,NAVD88,US,10,003,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-394044075311901,Delaware R at mi 68.0 nr New Castle DE -offboat,Stream: Tidal stream,,02040204,,,,,39.67888889000000,-75.5219444000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,003,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-394044075311902,Delaware R at mi 68.0 nr New Castle DE -onboat,Stream: Tidal stream,,02040204,,,,,39.67888889000000,-75.5219444000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,003,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-394123075305901,Delaware River at river mi 68.98 nr Deepwater NJ,Estuary,,02040204,,,,,39.68972220000000,-75.5163888900000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-394536075285101,Delaware R at mi 74.0 nr Wilmington DE -offboat,Stream: Tidal stream,,02040204,,,,,39.76000000000000,-75.4808333000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from topographic map.,NAVD88,US,10,003,,,,,,,,,,NWIS
USGS-NJ,USGS New Jersey Water Science Center,USGS-394536075285102,Delaware R at mi 74.0 nr Wilmington DE -onboat,Stream: Tidal stream,,02040204,,,,,39.76000000000000,-75.4808333000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,10,feet,Interpolated from topographic map.,NAVD88,US,10,003,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01481540,"Brandywine Creek near Wilmington, DE",Stream,,02040205,320,sq mi,,,39.76046030000000,-75.5563120000000,24000,1,seconds,Interpolated from MAP.,NAD83,22,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,003,,,,,,,,,,NWIS
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-101021,Naaman Creek @ State Line near Hickman Rd.,River/Stream,,02040202,,,,,39.8173390000,-75.4459570000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-101031,Naaman Creek S. Branch @ Darley Rd. (Rd. 207),River/Stream,,02040202,,,,,39.8086640000,-75.4573970000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-101041,Naaman Creek @ RR Crossing in Steel Plant,River/Stream,,02040202,,,,,39.8106710000,-75.4440990000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-101051,Naaman CreeK  S. Branch @ GlenrocK  Rd.,River/Stream,,02040202,,,,,39.8041620000,-75.4706170000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-101061,Naaman Creek South Branch @ Marsh Rd. (Rt. 3),River/Stream,,02040202,,,,,39.8151280000,-75.4897660000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-101071,South Branch at Decatur Rd.,River/Stream,,02040202,,,,,39.8218870000,-75.4968930000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-101091,Trib. S. Br. Naaman Creek @ Foulk Rd. (Rt. 261),River/Stream,,02040202,,,,,39.8230040000,-75.5022040000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-101101,Naaman Creek South Branch @ Rt. 495 W,River/Stream,,02040202,,,,,39.8090320000,-75.4536930000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-101102,Naaman CreeK  South Branch @ Harvey Mill Park,River/Stream,,02040202,,,,,39.8190000000,-75.4954330000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102011,Shellpot CreeK @ Lea Blvd.,River/Stream,,02040205,,,,,39.7537320000,-75.5158900000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102041,Shellpot Creek @ Hay Rd. (Rd. 501),Estuary,,02040205,,,,,39.7392210000,-75.5105700000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102051,Shellpot Creek @ Market St. (Rt. 13 Bus.),River/Stream,,02040205,,,,,39.7630060000,-75.5168730000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102061,Matson Run at Miller Road Bridge,River/Stream,,02040205,,,,,39.7719020000,-75.5291520000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102071,Turkey Run at Weldin Road (Rd. 215) Bridge,River/Stream,,02040205,,,,,39.7804150000,-75.5265260000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102081,Shellpot Creek @ Carr Rd.,River/Stream,,02040205,,,,,39.7782760000,-75.5075230000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102091,Foulk Road (Rt. 261) Bridge,River/Stream,,02040205,,,,,39.7951690000,-75.5273280000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102101,Stoney Creek @ Governor Printz Blvd. (Rt. 13),River/Stream,,02040205,,,,,39.7749500000,-75.4816100000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102102,Stoney Creek @ Driveway,River/Stream,,02040205,,,,,39.7829000000,-75.4930000000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102103,Trib Stoney Creek @ Holly Hill Rd.,River/Stream,,02040205,,,,,39.7806500000,-75.4851900000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102104,Matson Run @ Lea Blvd.,River/Stream,,02040205,,,,,39.7628330000,-75.5218410000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102105,Shellpot  Creek @ 150 m S of Wilson Road,River/Stream,,02040205,,,,,39.7892030000,-75.5169600000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
21DELAWQ_WQX,Delaware Dept Natural Resources & Environmental Control,21DELAWQ_WQX-102106,Trib Shellpot @ Shipley Rd. (Rd. 214),River/Stream,,02040205,,,,,39.7980990000,-75.5333440000,,,,GPS Code (Pseudo Range) Standard Position (SA On),NAD83,,,,,,,US,10,003,,,,,,,,,,STORET
