station_id,timestamp,tss_result_type,tss_detection_condition,tss_value,tss_units,do_result_type,do_detection_condition,do_value,do_units,ph_result_type,ph_detection_condition,ph_value,ph_units,chlora_result_type,chlora_detection_condition,chlora_value,chlora_units,nutrient_nitrogen_result_type,nutrient_nitrogen_detection_condition,nutrient_nitrogen_value,nutrient_nitrogen_units,enterococcus_result_type,enterococcus_detection_condition,enterococcus_value,enterococcus_units,salinity_result_type,salinity_detection_condition,salinity_value,salinity_units,water_temp_result_type,water_temp_detection_condition,water_temp_value,water_temp_units,phosphate_phosphorus_result_type,phosphate_phosphorus_detection_condition,phosphate_phosphorus_value,phosphate_phosphorus_units
21DELAWQ_WQX-109251,2020-04-08 09:40:00,Actual,Detected,5.7,mg/l,Actual,Detected,9.74,mg/l,Actual,Detected,6.85,ph,Actual,Detected,4.17,ug/l,Actual,Detected,5.8,mg/l,Actual,Detected,150,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,14.23,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2021-03-03 09:43:00,Actual,Detected,17.6,mg/l,Actual,Detected,11.94,mg/l,Actual,Detected,6.9,ph,Actual,Detected,60.5,ug/l,Actual,Detected,4.17,mg/l,Actual,Detected,19,cfu/100 ml,Actual,Detected,0.2,ppt,Actual,Detected,6.79,Deg C.,Actual,Detected,0.09,mg/l
21DELAWQ_WQX-109251,2021-03-01 09:58:00,Actual,Detected,27.9,mg/l,Actual,Detected,11.21,mg/l,Actual,Detected,7.14,ph,Actual,Detected,96.1,ug/l,Actual,Detected,3.73,mg/l,Actual,Detected,41,cfu/100 ml,Actual,Detected,0.15,ppt,Actual,Detected,8.95,Deg C.,Actual,Detected,0.14,mg/l
21DELAWQ_WQX-109251,2021-01-06 09:57:00,Actual,Detected,3.7,mg/l,Actual,Detected,11.15,mg/l,Actual,Detected,7.21,ph,Actual,Detected,16.4,ug/l,Actual,Detected,5.07,mg/l,Actual,Detected,15,cfu/100 ml,Actual,Detected,0.11,ppt,Actual,Detected,8.56,Deg C.,Actual,Detected,0.06,mg/l
21DELAWQ_WQX-109251,2021-02-17 09:12:00,Actual,Detected,6.3,mg/l,Actual,Detected,12.12,mg/l,Actual,Detected,6.62,ph,Actual,Detected,20.9,ug/l,Actual,Detected,5.01,mg/l,Actual,Detected,29,cfu/100 ml,Actual,Detected,0.14,ppt,Actual,Detected,4.31,Deg C.,Actual,Detected,0.06,mg/l
21DELAWQ_WQX-109251,2021-04-07 09:11:00,Actual,Detected,8.9,mg/l,Actual,Detected,9.82,mg/l,Actual,Detected,6.68,ph,Actual,Detected,13.5,ug/l,Actual,Detected,4.56,mg/l,Actual,Detected,37,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,13.73,Deg C.,Actual,Detected,0.06,mg/l
21DELAWQ_WQX-109251,2021-06-02 08:54:00,Actual,Detected,7,mg/l,Actual,Detected,8.86,mg/l,Actual,Detected,6.93,ph,Actual,Detected,1.8,ug/l,Actual,Detected,4.59,mg/l,Actual,Detected,102,cfu/100 ml,Actual,Detected,0.13,ppt,Actual,Detected,17.61,Deg C.,Actual,Detected,0.07,mg/l
21DELAWQ_WQX-109251,2021-05-05 09:30:00,Actual,Detected,5.5,mg/l,Actual,Detected,8.53,mg/l,Actual,Detected,7.33,ph,Actual,Detected,7.48,ug/l,Actual,Detected,4.91,mg/l,Actual,Detected,409,cfu/100 ml,Actual,Detected,0.18,ppt,Actual,Detected,17.96,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2021-07-13 09:05:00,Estimated,Present Below Quantification Limit,2.3,mg/l,Actual,Detected,8.25,mg/l,Actual,Detected,7,ph,Actual,Detected,2.52,ug/l,Actual,Detected,5.32,mg/l,Actual,Detected,1100,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,24.08,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2021-09-14 10:04:00,Estimated,Present Below Quantification Limit,2.1,mg/l,Actual,Detected,8.75,mg/l,Actual,Detected,7.16,ph,Actual,Detected,4.37,ug/l,Actual,Detected,6.46,mg/l,Actual,Detected,384,cfu/100 ml,Actual,Not Detected,0.05,ppt,Actual,Detected,21.76,Deg C.,Actual,Detected,0.08,mg/l
21DELAWQ_WQX-109251,2021-08-31 09:10:00,Actual,Detected,9.5,mg/l,Actual,Detected,8.55,mg/l,Actual,Detected,7.72,ph,Actual,Detected,2.16,ug/l,Actual,Detected,5.12,mg/l,Actual,Detected,323,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,20.53,Deg C.,Actual,Detected,0.06,mg/l
21DELAWQ_WQX-109251,2021-11-08 09:21:00,Actual,Detected,2.7,mg/l,Actual,Detected,10.28,mg/l,Actual,Detected,6.15,ph,Actual,Detected,1.78,ug/l,Actual,Detected,5.05,mg/l,Actual,Detected,245,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,11.14,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2021-12-06 09:10:00,Estimated,Present Below Quantification Limit,1.7,mg/l,Actual,Detected,10.28,mg/l,Actual,Detected,6.4,ph,Actual,Detected,2.42,ug/l,Actual,Detected,5.61,mg/l,Actual,Detected,55,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,10.61,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2021-11-15 10:11:00,Estimated,Present Below Quantification Limit,1.4,mg/l,Actual,Detected,9.61,mg/l,Actual,Detected,6.6,ph,Actual,Detected,1.48,ug/l,Actual,Detected,5.01,mg/l,Actual,Detected,1840,cfu/100 ml,Actual,Detected,0.13,ppt,Actual,Detected,10.67,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2022-02-08 08:48:00,Actual,Detected,5.5,mg/l,Actual,Detected,11.38,mg/l,Actual,Detected,6.26,ph,Actual,Detected,5.27,ug/l,Actual,Detected,5.2,mg/l,Actual,Detected,48,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,5.65,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2022-03-08 09:24:00,Actual,Detected,19.2,mg/l,Actual,Detected,10.87,mg/l,Actual,Detected,6.32,ph,Actual,Detected,5.29,ug/l,Actual,Detected,5.27,mg/l,Actual,Detected,17,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,9.73,Deg C.,Actual,Detected,0.1,mg/l
21DELAWQ_WQX-109251,2022-01-11 09:16:00,Estimated,Present Below Quantification Limit,2.2,mg/l,Actual,Detected,12.29,mg/l,Actual,Detected,6.47,ph,Actual,Detected,2.81,ug/l,Actual,Detected,5.45,mg/l,Actual,Detected,313,cfu/100 ml,Actual,Detected,0.13,ppt,Actual,Detected,2.77,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2022-05-11 08:59:00,Actual,Detected,6.9,mg/l,Actual,Detected,9.76,mg/l,Actual,Detected,6.91,ph,Actual,Detected,1.92,ug/l,Actual,Detected,4.64,mg/l,Actual,Detected,121,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,13.83,Deg C.,Actual,Detected,0.06,mg/l
21DELAWQ_WQX-109251,2000-06-05 08:33:00,Actual,Detected,10,mg/l,Actual,Detected,7.71,mg/l,Actual,Detected,6.9,ph,Actual,Detected,3,ug/l,NA,NA,NA,NA,Actual,Detected,250,cfu/100 ml,Actual,Detected,0.1,ppt,Actual,Detected,17,Deg C.,Actual,Detected,0.03,mg/l
21DELAWQ_WQX-109251,2000-07-24 13:40:00,NA,NA,NA,NA,Actual,Detected,8.99,mg/l,Actual,Detected,7.3,ph,Actual,Detected,3,ug/l,NA,NA,NA,NA,Actual,Detected,550,cfu/100 ml,Actual,Detected,0.1,ppt,Actual,Detected,22.3,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2000-04-03 09:52:00,Actual,Detected,36,mg/l,Actual,Detected,8.34,mg/l,Actual,Detected,7.3,ph,Actual,Detected,5,ug/l,NA,NA,NA,NA,Actual,Detected,123,cfu/100 ml,Actual,Detected,0.1,ppt,Actual,Detected,13.9,Deg C.,Actual,Detected,0.03,mg/l
21DELAWQ_WQX-109251,2000-09-11 10:01:00,Actual,Detected,6,mg/l,Actual,Detected,7.75,mg/l,Actual,Detected,7.6,ph,Actual,Detected,13.4,ug/l,NA,NA,NA,NA,Actual,Detected,290,cfu/100 ml,Actual,Detected,0.1,ppt,Actual,Detected,19.1,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2008-12-02 10:31:00,Estimated,Detected,1,mg/l,Actual,Detected,10.21,mg/l,Actual,Detected,7.56,ph,Actual,Detected,2.2,ug/l,Actual,Detected,3.9,mg/l,Actual,Detected,173,cfu/100 ml,Actual,Detected,0.14,ppt,Actual,Detected,7.64,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2008-07-23 09:16:00,Actual,Detected,3,mg/l,Actual,Detected,8.51,mg/l,Actual,Detected,8.63,ph,Actual,Detected,9.7,ug/l,Actual,Detected,2.45,mg/l,Actual,Detected,43,cfu/100 ml,Actual,Detected,0.15,ppt,Actual,Detected,28.64,Deg C.,Actual,Detected,0.03,mg/l
21DELAWQ_WQX-109251,2008-09-08 08:44:00,Actual,Detected,15,mg/l,Actual,Detected,7.52,mg/l,Actual,Detected,7.29,ph,Actual,Detected,6.23,ug/l,Actual,Detected,7.67,mg/l,Actual,Detected,1600,cfu/100 ml,Actual,Detected,0.16,ppt,Actual,Detected,17.62,Deg C.,Actual,Detected,0.13,mg/l
21DELAWQ_WQX-109251,2008-11-10 10:03:00,Actual,Detected,2,mg/l,Actual,Detected,8.02,mg/l,Actual,Detected,7.83,ph,Actual,Detected,0.25,ug/l,Actual,Detected,3.68,mg/l,Actual,Detected,200,cfu/100 ml,Actual,Detected,0.14,ppt,Actual,Detected,10.73,Deg C.,Actual,Detected,0.02,mg/l
21DELAWQ_WQX-109251,2009-10-27 09:01:00,Actual,Detected,136,mg/l,Actual,Detected,5.48,mg/l,Actual,Detected,8.75,ph,Actual,Detected,5.24,ug/l,Actual,Detected,6.92,mg/l,Actual,Detected,1330,cfu/100 ml,Actual,Detected,0.11,ppt,Actual,Detected,13.33,Deg C.,Actual,Detected,0.35,mg/l
21DELAWQ_WQX-109251,2009-12-07 09:33:00,Actual,Detected,4,mg/l,Actual,Detected,11.22,mg/l,Actual,Detected,8.46,ph,Actual,Detected,4.95,ug/l,Actual,Detected,3.25,mg/l,Actual,Detected,107,cfu/100 ml,Actual,Not Detected,0.05,ppt,Actual,Detected,7.13,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2009-05-13 10:08:00,Actual,Detected,3,mg/l,Actual,Detected,8.97,mg/l,Actual,Detected,7.81,ph,Actual,Detected,3.24,ug/l,Actual,Detected,3.6,mg/l,Actual,Detected,440,cfu/100 ml,Actual,Detected,0.14,ppt,Actual,Detected,13.65,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2009-01-06 09:54:00,Actual,Detected,2,mg/l,Actual,Detected,11.29,mg/l,Actual,Detected,8.15,ph,Actual,Detected,2.7,ug/l,Actual,Detected,4.63,mg/l,Actual,Detected,180,cfu/100 ml,Actual,Detected,0.14,ppt,Actual,Detected,7.36,Deg C.,Actual,Detected,0.02,mg/l
21DELAWQ_WQX-109251,2009-10-14 10:41:00,Actual,Detected,4,mg/l,Actual,Detected,11.42,mg/l,Actual,Detected,8.42,ph,Actual,Detected,1.54,ug/l,Actual,Detected,8.53,mg/l,Actual,Detected,440,cfu/100 ml,Actual,Detected,0.13,ppt,Actual,Detected,12.3,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2009-04-07 09:40:00,Actual,Detected,5,mg/l,Actual,Detected,10.79,mg/l,Actual,Detected,7.87,ph,Actual,Detected,16.1,ug/l,Actual,Detected,4.4,mg/l,Actual,Detected,160,cfu/100 ml,Actual,Detected,0.2,ppt,Actual,Detected,8.93,Deg C.,Actual,Not Detected,0.03,mg/l
21DELAWQ_WQX-109251,2009-03-25 08:21:00,Actual,Detected,8,mg/l,Actual,Detected,11.66,mg/l,Actual,Detected,8.15,ph,Actual,Detected,2.8,ug/l,Actual,Detected,9.58,mg/l,Actual,Detected,20,cfu/100 ml,Actual,Detected,0.14,ppt,Actual,Detected,6.83,Deg C.,Actual,Not Detected,0.03,mg/l
21DELAWQ_WQX-109251,2009-06-01 10:20:00,Actual,Detected,3,mg/l,Actual,Detected,8.71,mg/l,Actual,Detected,7.93,ph,Actual,Detected,0.75,ug/l,Actual,Detected,4.68,mg/l,Actual,Detected,1270,cfu/100 ml,Actual,Detected,0.14,ppt,Actual,Detected,14.72,Deg C.,Actual,Detected,0.03,mg/l
21DELAWQ_WQX-109251,2009-07-13 10:20:00,Actual,Detected,13,mg/l,Actual,Detected,8.65,mg/l,Actual,Detected,7.87,ph,Actual,Detected,0.58,ug/l,Actual,Detected,4.93,mg/l,Actual,Detected,580,cfu/100 ml,Actual,Detected,0.15,ppt,Actual,Detected,17.39,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2009-08-12 08:42:00,Actual,Detected,3,mg/l,Actual,Detected,7.86,mg/l,Actual,Detected,7.66,ph,Actual,Detected,1.65,ug/l,Actual,Detected,4.59,mg/l,Actual,Detected,520,cfu/100 ml,Actual,Detected,0.14,ppt,Actual,Detected,19.25,Deg C.,Actual,Detected,0.03,mg/l
21DELAWQ_WQX-109251,2009-02-10 09:52:00,Actual,Detected,7,mg/l,Actual,Detected,11.11,mg/l,Actual,Detected,8.02,ph,Actual,Detected,3.81,ug/l,Actual,Detected,4.61,mg/l,Actual,Detected,370,cfu/100 ml,Actual,Detected,0.14,ppt,Actual,Detected,7.28,Deg C.,Actual,Detected,0.02,mg/l
21DELAWQ_WQX-109251,2009-09-28 10:10:00,Actual,Detected,3,mg/l,Actual,Detected,8.13,mg/l,Actual,Detected,8.14,ph,Actual,Detected,3.95,ug/l,Actual,Detected,3.19,mg/l,Actual,Detected,1700,cfu/100 ml,Actual,Detected,0.13,ppt,Actual,Detected,16.95,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2009-11-04 10:42:00,Actual,Detected,2,mg/l,Actual,Detected,8.92,mg/l,Actual,Detected,7.66,ph,Actual,Detected,0.28,ug/l,Actual,Detected,4.08,mg/l,Actual,Detected,60,cfu/100 ml,Actual,Detected,0.14,ppt,Actual,Detected,11.16,Deg C.,Actual,Detected,0.03,mg/l
21DELAWQ_WQX-109251,2009-11-09 11:41:00,Actual,Detected,11,mg/l,Actual,Detected,10.19,mg/l,Actual,Detected,7.05,ph,Actual,Detected,0.52,ug/l,Actual,Detected,7.12,mg/l,NA,NA,NA,NA,NA,NA,NA,NA,Actual,Detected,12.92,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2000-04-03 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,7.04,mg/l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21DELAWQ_WQX-109251,2000-06-05 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,5.4,mg/l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21DELAWQ_WQX-109251,2000-07-24 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,5.34,mg/l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21DELAWQ_WQX-109251,2000-09-11 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,5.83,mg/l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21DELAWQ_WQX-109251,2022-09-07 08:58:00,Estimated,Present Below Quantification Limit,4.1,mg/l,Actual,Detected,9.03,mg/l,Actual,Detected,6.94,ph,Actual,Detected,1.64,ug/l,Actual,Detected,4.31,mg/l,Actual,Detected,1300,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,20.19,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2022-12-05 09:05:00,Actual,Detected,4,mg/l,Actual,Detected,11.92,mg/l,Actual,Detected,6.98,ph,Actual,Detected,10.7,ug/l,Actual,Detected,5.46,mg/l,Actual,Detected,197,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,6.42,Deg C.,Actual,Detected,0.06,mg/l
21DELAWQ_WQX-109251,2022-10-11 09:10:00,Actual,Detected,6.2,mg/l,Actual,Detected,10.54,mg/l,Actual,Detected,6.89,ph,Actual,Detected,1.25,ug/l,Actual,Detected,5.25,mg/l,Actual,Detected,3970,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,12.91,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2022-11-02 08:57:00,Estimated,Present Below Quantification Limit,2.2,mg/l,Actual,Detected,9.92,mg/l,Actual,Detected,6.92,ph,Actual,Detected,1.08,ug/l,Actual,Detected,4.79,mg/l,Actual,Detected,1540,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,13.62,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2023-12-05 08:35:00,Estimated,Present Below Quantification Limit,2.3,mg/l,Actual,Detected,10.41,mg/l,Actual,Detected,6.82,ph,Actual,Detected,6.27,ug/l,Actual,Detected,5.26,mg/l,Actual,Detected,445,cfu/100 ml,Actual,Detected,0.13,ppt,Actual,Detected,7.82,Deg C.,Actual,Detected,0.02,mg/l
21DELAWQ_WQX-109251,2024-01-31 09:00:00,Actual,Detected,3.2,mg/l,Actual,Detected,11.08,mg/l,Actual,Detected,6.98,ph,Actual,Detected,5.59,ug/l,Actual,Detected,4.87,mg/l,Actual,Detected,124,cfu/100 ml,Actual,Detected,0.16,ppt,Actual,Detected,8.63,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2023-10-04 08:48:00,Estimated,Present Below Quantification Limit,1.9,mg/l,Actual,Detected,8.37,mg/l,Actual,Detected,7.01,ph,Actual,Detected,1.11,ug/l,Actual,Detected,4.83,mg/l,Actual,Detected,656,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,19.53,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2023-07-20 09:15:00,Estimated,Present Below Quantification Limit,2.2,mg/l,Actual,Detected,8.46,mg/l,Actual,Detected,7.27,ph,Actual,Detected,1.71,ug/l,Actual,Detected,4.22,mg/l,Actual,Detected,582,cfu/100 ml,Actual,Detected,0.17,ppt,Actual,Detected,21.3,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2023-09-20 09:32:00,Estimated,Present Below Quantification Limit,2,mg/l,Actual,Detected,9.47,mg/l,Actual,Detected,7.31,ph,Actual,Detected,2.17,ug/l,Actual,Detected,5.01,mg/l,Actual,Detected,240,cfu/100 ml,Actual,Detected,0.2,ppt,Actual,Detected,16.32,Deg C.,Actual,Detected,0.03,mg/l
21DELAWQ_WQX-109251,2023-08-02 08:46:00,Estimated,Present Below Quantification Limit,1.8,mg/l,Actual,Detected,8.73,mg/l,Actual,Detected,6.65,ph,Actual,Detected,1.45,ug/l,Actual,Detected,4.84,mg/l,Actual,Detected,922,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,18.72,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2022-04-06 08:53:00,Actual,Detected,245,mg/l,Actual,Detected,9.94,mg/l,Actual,Detected,6.74,ph,Actual,Detected,97.8,ug/l,Actual,Detected,3.42,mg/l,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,11.69,Deg C.,Actual,Detected,0.73,mg/l
21DELAWQ_WQX-109251,2022-06-07 09:23:00,Actual,Detected,2.5,mg/l,Actual,Detected,9.16,mg/l,Actual,Detected,6.93,ph,Actual,Detected,0.9,ug/l,Actual,Detected,5.48,mg/l,Actual,Detected,731,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,18.78,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2022-08-09 08:44:00,Estimated,Present Below Quantification Limit,1.8,mg/l,Actual,Detected,7.95,mg/l,Actual,Detected,6.67,ph,Actual,Detected,0.52,ug/l,Actual,Detected,7.08,mg/l,Actual,Detected,1630,cfu/100 ml,Actual,Detected,0.13,ppt,Actual,Detected,23.16,Deg C.,Actual,Detected,0.05,mg/l
21DELAWQ_WQX-109251,2022-07-06 09:11:00,Actual,Detected,24.3,mg/l,Actual,Detected,8.5,mg/l,Actual,Detected,6.7,ph,Actual,Detected,4,ug/l,Actual,Detected,4.84,mg/l,Actual,Detected,1370,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,21.83,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2023-02-08 08:46:00,Actual,Detected,36.9,mg/l,Actual,Detected,11.52,mg/l,Actual,Detected,6.7,ph,Actual,Detected,8.55,ug/l,Actual,Detected,5.57,mg/l,Actual,Detected,249,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,7.74,Deg C.,Actual,Detected,0.13,mg/l
21DELAWQ_WQX-109251,2023-01-10 08:36:00,Actual,Detected,3.5,mg/l,Actual,Detected,11.19,mg/l,Actual,Detected,6.58,ph,Actual,Detected,3.56,ug/l,Actual,Detected,5.18,mg/l,Actual,Detected,197,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,5.75,Deg C.,Actual,Detected,0.02,mg/l
21DELAWQ_WQX-109251,2023-03-07 08:48:00,Actual,Detected,3.5,mg/l,Actual,Detected,11.34,mg/l,Actual,Detected,6.8,ph,Actual,Detected,13.7,ug/l,Actual,Detected,5.43,mg/l,Actual,Detected,49,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,8.56,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2023-04-11 08:48:00,Actual,Not Detected,500,mg/l,Actual,Detected,10.49,mg/l,Actual,Detected,6.91,ph,Actual,Detected,4.72,ug/l,Actual,Detected,5.5,mg/l,Actual,Detected,88,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,11.57,Deg C.,Actual,Detected,0.02,mg/l
21DELAWQ_WQX-109251,2023-06-15 08:38:00,Actual,Detected,10.9,mg/l,Actual,Detected,8.48,mg/l,Actual,Detected,6.73,ph,Actual,Detected,4,ug/l,Actual,Detected,4.6,mg/l,Actual,Detected,1450,cfu/100 ml,Actual,Detected,0.11,ppt,Actual,Detected,17.47,Deg C.,Actual,Detected,0.04,mg/l
21DELAWQ_WQX-109251,2023-05-03 08:48:00,Actual,Detected,13.6,mg/l,Actual,Detected,9.51,mg/l,Actual,Detected,6.72,ph,Actual,Detected,4.77,ug/l,Actual,Detected,4.79,mg/l,Actual,Detected,145,cfu/100 ml,Actual,Detected,0.12,ppt,Actual,Detected,11.6,Deg C.,Actual,Detected,0.07,mg/l
