station_id,timestamp,phosphate_phosphorus_result_type,phosphate_phosphorus_detection_condition,phosphate_phosphorus_value,phosphate_phosphorus_units,tss_result_type,tss_detection_condition,tss_value,tss_units,salinity_result_type,salinity_detection_condition,salinity_value,salinity_units,enterococcus_result_type,enterococcus_detection_condition,enterococcus_value,enterococcus_units,do_result_type,do_detection_condition,do_value,do_units,ph_result_type,ph_detection_condition,ph_value,ph_units,chlora_result_type,chlora_detection_condition,chlora_value,chlora_units,water_temp_result_type,water_temp_detection_condition,water_temp_value,water_temp_units,nutrient_nitrogen_result_type,nutrient_nitrogen_detection_condition,nutrient_nitrogen_value,nutrient_nitrogen_units
21DELAWQ_WQX-308341,2007-02-20 10:14:00,Estimated,Detected,0.01,mg/l,Estimated,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,37,cfu/100 ml,Actual,Detected,11.1,mg/l,Actual,Detected,6.77,ph,Actual,Detected,0.46,ug/l,Actual,Detected,6.07,Deg C.,Actual,Detected,4.83,mg/l
21DELAWQ_WQX-308341,2007-04-16 10:24:00,Actual,Detected,0.02,mg/l,Actual,Detected,9,mg/l,Actual,Not Detected,0.05,ppt,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,9.1,mg/l,Actual,Detected,5.78,ph,Actual,Detected,2.83,ug/l,Actual,Detected,9.23,Deg C.,Actual,Detected,2.88,mg/l
21DELAWQ_WQX-308341,2007-11-26 10:16:00,Actual,Detected,0.01,mg/l,Actual,Detected,12,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,93,cfu/100 ml,Actual,Detected,7.49,mg/l,Actual,Detected,6.42,ph,Actual,Detected,1.02,ug/l,Actual,Detected,11.75,Deg C.,Actual,Detected,3.17,mg/l
21DELAWQ_WQX-308341,2008-06-16 10:40:00,Actual,Detected,0.02,mg/l,Actual,Detected,2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Present Above Quantification Limit,4840,cfu/100 ml,Actual,Detected,8.32,mg/l,Actual,Detected,7.74,ph,Actual,Detected,0.67,ug/l,Actual,Detected,17.47,Deg C.,Actual,Detected,1.87,mg/l
21DELAWQ_WQX-308341,2008-01-22 10:23:00,Actual,Detected,0.08,mg/l,Actual,Detected,60,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,53,cfu/100 ml,Actual,Detected,12.13,mg/l,Actual,Detected,6.85,ph,Actual,Detected,7.73,ug/l,Actual,Detected,4.43,Deg C.,Actual,Detected,3.76,mg/l
21DELAWQ_WQX-308341,2008-11-17 11:12:00,Actual,Detected,0.03,mg/l,Actual,Detected,19,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,60,cfu/100 ml,Actual,Detected,9.28,mg/l,Actual,Detected,6.63,ph,Actual,Detected,1.17,ug/l,Actual,Detected,9.39,Deg C.,Actual,Detected,2.23,mg/l
21DELAWQ_WQX-308341,2008-03-24 10:27:00,Estimated,Detected,0,mg/l,Actual,Detected,2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,80,cfu/100 ml,Actual,Detected,10.71,mg/l,Actual,Detected,6.59,ph,Actual,Detected,1.76,ug/l,Actual,Detected,8,Deg C.,Actual,Detected,1.69,mg/l
21DELAWQ_WQX-308341,2008-04-14 10:45:00,Actual,Detected,0.02,mg/l,Actual,Detected,8,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,80,cfu/100 ml,Actual,Detected,11.24,mg/l,Actual,Detected,7.26,ph,Actual,Detected,7.17,ug/l,Actual,Detected,11.8,Deg C.,Actual,Detected,1.94,mg/l
21DELAWQ_WQX-308341,2008-09-09 10:24:00,Actual,Detected,0.03,mg/l,Actual,Detected,22,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1230,cfu/100 ml,Actual,Detected,7.79,mg/l,Actual,Detected,8.24,ph,Actual,Detected,0.35,ug/l,Actual,Detected,17.42,Deg C.,Actual,Detected,5.87,mg/l
21DELAWQ_WQX-308341,2008-05-20 10:30:00,Actual,Detected,0.01,mg/l,Actual,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,520,cfu/100 ml,Actual,Detected,7.98,mg/l,Actual,Detected,6.93,ph,Actual,Detected,2.67,ug/l,Actual,Detected,12.34,Deg C.,Actual,Detected,1.65,mg/l
21DELAWQ_WQX-308341,2008-02-19 10:34:00,Estimated,Detected,0.01,mg/l,Actual,Detected,7,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,40,cfu/100 ml,Actual,Detected,10.53,mg/l,NA,NA,NA,NA,Actual,Detected,2.14,ug/l,NA,NA,NA,NA,Actual,Detected,1.95,mg/l
21DELAWQ_WQX-308341,2008-07-21 10:25:00,Actual,Detected,0.04,mg/l,Actual,Detected,6,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1070,cfu/100 ml,Actual,Detected,7.69,mg/l,Actual,Detected,7.92,ph,Actual,Detected,1.42,ug/l,Actual,Detected,20.69,Deg C.,Actual,Detected,2.35,mg/l
21DELAWQ_WQX-308341,2009-03-10 10:25:00,Actual,Detected,0.02,mg/l,Actual,Detected,7,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,7,cfu/100 ml,Actual,Detected,6.83,mg/l,Actual,Detected,7.42,ph,Actual,Detected,1.41,ug/l,Actual,Detected,10.13,Deg C.,Actual,Detected,2.44,mg/l
21DELAWQ_WQX-308341,2009-11-16 11:12:00,Actual,Detected,0.05,mg/l,Estimated,Detected,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,47,cfu/100 ml,Actual,Detected,7.62,mg/l,Actual,Detected,6,ph,Actual,Detected,0.2,ug/l,Actual,Detected,13.74,Deg C.,Actual,Detected,1.81,mg/l
21DELAWQ_WQX-308341,2009-07-28 09:59:00,Actual,Detected,0.01,mg/l,Actual,Detected,3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,510,cfu/100 ml,Actual,Detected,8.99,mg/l,Actual,Detected,7.03,ph,Actual,Detected,0.3,ug/l,Actual,Detected,17.35,Deg C.,Actual,Detected,1.59,mg/l
21DELAWQ_WQX-308341,2009-09-21 10:03:00,Actual,Detected,0.03,mg/l,Actual,Detected,18,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,210,cfu/100 ml,Actual,Detected,9.58,mg/l,Actual,Detected,7.35,ph,Actual,Detected,1.75,ug/l,Actual,Detected,15.01,Deg C.,Actual,Detected,2.05,mg/l
21DELAWQ_WQX-308341,2009-05-11 10:16:00,Actual,Detected,0.03,mg/l,Actual,Detected,2,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,80,cfu/100 ml,Actual,Detected,8.6,mg/l,Actual,Detected,6.71,ph,Actual,Detected,1.94,ug/l,Actual,Detected,13.55,Deg C.,Actual,Detected,1.29,mg/l
21DELAWQ_WQX-308341,2009-01-13 10:04:00,Actual,Detected,0.01,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,37,cfu/100 ml,Actual,Detected,10.77,mg/l,Actual,Detected,6.2,ph,Actual,Detected,0.54,ug/l,Actual,Detected,7.41,Deg C.,Actual,Detected,1.58,mg/l
21DELAWQ_WQX-308341,2000-03-07 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.83,mg/l
21DELAWQ_WQX-308341,2000-06-13 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,3.95,mg/l
21DELAWQ_WQX-308341,2000-07-18 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.25,mg/l
21DELAWQ_WQX-308341,2000-09-26 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.78,mg/l
21DELAWQ_WQX-308341,2001-04-17 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.71,mg/l
21DELAWQ_WQX-308341,2001-07-24 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.58,mg/l
21DELAWQ_WQX-308341,2001-09-25 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.23,mg/l
21DELAWQ_WQX-308341,2002-05-14 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.15,mg/l
21DELAWQ_WQX-308341,2002-07-29 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.11,mg/l
21DELAWQ_WQX-308341,2002-09-16 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,1.95,mg/l
21DELAWQ_WQX-308341,2003-03-17 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,3.01,mg/l
21DELAWQ_WQX-308341,2003-05-19 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.98,mg/l
21DELAWQ_WQX-308341,2003-07-21 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.74,mg/l
21DELAWQ_WQX-308341,2003-10-06 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.45,mg/l
21DELAWQ_WQX-308341,2004-03-22 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,3.28,mg/l
21DELAWQ_WQX-308341,2004-05-17 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.68,mg/l
21DELAWQ_WQX-308341,2004-07-19 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,2.91,mg/l
21DELAWQ_WQX-308341,2004-09-27 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calculated,Detected,3.37,mg/l
21DELAWQ_WQX-308341,2022-09-27 10:11:00,Actual,Detected,0.02,mg/l,Actual,Detected,13.9,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,1630,cfu/100 ml,Actual,Detected,8.51,mg/l,Actual,Detected,6.15,ph,Actual,Detected,6.58,ug/l,Actual,Detected,16.99,Deg C.,Actual,Detected,3.32,mg/l
21DELAWQ_WQX-308341,2022-11-29 10:26:00,Actual,Detected,0.01,mg/l,Actual,Not Detected,0.55,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,22,cfu/100 ml,Actual,Detected,9.72,mg/l,Actual,Detected,6.08,ph,Actual,Detected,0.31,ug/l,Actual,Detected,9.58,Deg C.,Actual,Detected,3.03,mg/l
21DELAWQ_WQX-308341,2023-07-25 09:01:00,Actual,Detected,0.02,mg/l,Estimated,Present Below Quantification Limit,1.2,mg/l,Actual,Detected,0.1,ppt,Actual,Detected,384,cfu/100 ml,Actual,Detected,8.04,mg/l,Actual,Detected,6.62,ph,Actual,Detected,6.24,ug/l,Actual,Detected,20.89,Deg C.,Actual,Detected,2.73,mg/l
21DELAWQ_WQX-308341,2023-11-28 11:15:00,Estimated,Present Below Quantification Limit,0.01,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,29,cfu/100 ml,Actual,Detected,10.18,mg/l,Actual,Detected,6.2,ph,Actual,Detected,0.5,ug/l,Actual,Detected,8.45,Deg C.,Actual,Detected,2.47,mg/l
21DELAWQ_WQX-308341,2022-03-29 10:31:00,Actual,Detected,0.01,mg/l,Estimated,Present Below Quantification Limit,1.1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,13,cfu/100 ml,Actual,Detected,11.26,mg/l,Actual,Detected,5.43,ph,Actual,Detected,2.64,ug/l,Actual,Detected,6.99,Deg C.,Actual,Detected,3.07,mg/l
21DELAWQ_WQX-308341,2022-06-21 10:46:00,Actual,Detected,0.02,mg/l,Estimated,Present Below Quantification Limit,1.3,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,570,cfu/100 ml,Actual,Detected,8.77,mg/l,Actual,Detected,6.3,ph,Actual,Detected,1.2,ug/l,Actual,Detected,18.88,Deg C.,Actual,Detected,2.99,mg/l
21DELAWQ_WQX-308341,2022-07-26 10:29:00,Actual,Detected,0.02,mg/l,Estimated,Present Below Quantification Limit,1,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,2600,cfu/100 ml,Actual,Detected,7.76,mg/l,Actual,Detected,6.27,ph,Actual,Detected,2.8,ug/l,Actual,Detected,22.1,Deg C.,Actual,Detected,2.88,mg/l
21DELAWQ_WQX-308341,2023-01-24 10:22:00,Estimated,Present Below Quantification Limit,0.01,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,45,cfu/100 ml,Actual,Detected,11.09,mg/l,Actual,Detected,6.33,ph,Actual,Detected,3.94,ug/l,Actual,Detected,7.43,Deg C.,Actual,Detected,3.44,mg/l
21DELAWQ_WQX-308341,2023-03-28 10:32:00,Estimated,Present Below Quantification Limit,0.01,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,15,cfu/100 ml,Actual,Detected,10.7,mg/l,Actual,Detected,6.51,ph,Actual,Detected,6.08,ug/l,Actual,Detected,11.25,Deg C.,Actual,Detected,2.41,mg/l
21DELAWQ_WQX-308341,2023-05-23 10:48:00,Actual,Detected,0.01,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,24,cfu/100 ml,Actual,Detected,9.15,mg/l,Actual,Detected,6.47,ph,Actual,Detected,0.96,ug/l,Actual,Detected,16.49,Deg C.,Actual,Detected,2.21,mg/l
21DELAWQ_WQX-308341,2023-09-26 10:06:00,Actual,Detected,0.02,mg/l,Actual,Not Detected,0.5,mg/l,Actual,Not Detected,0.05,ppt,Actual,Detected,545,cfu/100 ml,Actual,Detected,8.02,mg/l,Actual,Detected,5.87,ph,Actual,Detected,1.17,ug/l,Actual,Detected,17.67,Deg C.,Actual,Detected,2.2,mg/l
