Site Number,Date,DERAP Version,Basin,HGM Class,HGM Sub-class,LLWW,Stream Order,Classification,Purpose,Watershed,Sub-watershed,AA size and Shape,AA moved?,Forest Age >50 years,Hfor50,Hfor30,Hfor15,Hfor2-1,Harvesting w/in 50yrs,Hfor50-2,Hfor30-2,Hfor15-2,Hfor2-2,Hforcc,Hnorecov,Hfor10,Hcc10,Hcc50,Hcc100,Hforsc,Harvest > 50% recovered,Harvest > 50% recovering,Harvest > 50% recent,Harvest > 50% clear no recov,% AA forested,BAF (10),Hpine,Hchem,Hmow,Hfarm,Hgraz,Hinv1,Hinv5,Hinv50,Hinv100,Hinvless,Hinvdom,Hherb,Hburn,Hgarb,Hnutapp (a),Hnutapp (b),Halgae,Hnis100,Hnis50,Htrail-2,Htrail,Hrdlog,Hroad or Hrdgrav,Hpave or Hrdpav,Wditchs,Wditchm,Wditchx,Wditchfloodplain,Wchannm,Wchan1,Wchan2,Wchan1-2,Wchan2-2,Wincision,Wdamdec,Wimp10,Wimp75,Wimp100,% site perm flood,% site inundated,Wstorm,Wpoint,Wsedchan,Wsed or Wsedwet,Wfill10,Wfill75,Wfill100,Wmic10,Wmic75,Wmic100,Wsubsid,Road-impeding flow,Road-not impeding flow,Wtidres,Sed dep,Soil change < 10%,Soil change 10-75%,Soil change >75%,Eroding banks/slopes,Nutrients-ag,Nutrients-sew,Nutrients-fert,Ldevcom,Ldevres3,Ldevres2,Ldevres1,Ldevres1-2,Lsew,Lsept,Ltrail,Lrdgrav,Lrd2pav,Lrd4pav,Stormdrain,Llndfil,Direct runoff/erosion,Lchan,Lagrow,Lagorch,Lag,Lagpoul,Lfor,Ldock,Lmoor,Hydro-sev,Hydro-mod,Hydro-sl,Lgolf,Lmow,Lmine,QCR,QDR,Total Score
DEMP575,07/03/2012,6,Delaware Bay,Riverine,Riv- Upper Per,TEFLOIhw,1,Natural,Assessment,Mispillion River,Upper Mispillion River,40m circle,false,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,true,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,true,false,,2,58
DEMP576,06/13/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLOUhw,,Natural,Assessment,Mispillion River,,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,true,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,true,false,false,,,,,,false,false,false,,2,87
DEMP577,06/25/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLpdOUed,,Natural,Assessment,Mispillion River,,40m circle,false,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,90,,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,true,false,,false,false,false,,,false,false,false,false,false,0,26-50,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,5,81
DEMP579,06/27/2012,6,Delaware Bay,Riverine,Riv- Upper Per,LS1FLTHdrhw,2,Natural,Assessment,Mispillion River,Upper Mispillion River,40m circle,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,true,false,,,false,false,false,false,false,0,51-75,false,false,,false,false,true,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,false,false,false,,,,,,false,false,false,,5,42
DEMP580,07/30/2012,6,Delaware Bay,Flat,Flat-mineral,LSIBApdTHhw,,Natural,Assessment,Mispillion River,,44mx100m,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,true,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,false,true,false,false,true,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,false,false,,6,66
DEMP581,06/13/2012,6,Delaware Bay,Flat,Flat-mineral,TEBAIS,,Establishment,Assessment,Mispillion River,,polygon to fit wetland,true,false,false,false,false,true,false,,,,,,true,,false,false,false,false,,,,,0,,false,false,false,false,false,true,false,false,false,,,false,,,,,true,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,true,0,>75,false,false,,false,false,false,true,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,5,41
DEMP582,06/15/2012,6,Delaware Bay,Riverine,Riv- Upper Per,TEFLOUed,1,Natural,Assessment,Mispillion River,Lower Mispillion River,48mx24.5m rectangle,true,false,false,true,false,false,false,,,,,,false,,false,false,false,false,,,,,30,,false,false,false,false,true,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,26-50,false,false,,false,false,false,false,false,false,false,true,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,3,78
DEMP583,06/05/2012,6,Delaware Bay,Riverine,Riv- Lower Per,LS1BATHhw,3,Natural,Assessment,Mispillion River,Upper Mispillion River,Fit to polygon,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,true,false,26-50,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,false,false,,2,71
DEMP585,06/13/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLOUdred,,Natural,Assessment,Mispillion River,,40m circle,false,false,true,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,true,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,73
DEMP588,07/30/2012,6,Delaware Bay,Riverine,Riv- Upper Per,LS1BATHdrhw,1,Natural,Assessment,Mispillion River,Upper Mispillion River,40m circle,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,true,false,false,0,26-50,false,false,,false,true,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,true,false,,5,66
DEMP589,07/20/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLpdOUed,,Natural,Assessment,Mispillion River,,40m circle,false,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,26-50,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,2,92
DEMP591,07/03/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLOIhw,,Natural,Assessment,Mispillion River,,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,true,false,false,,,,,,false,false,false,,3,77
DEMP593,06/25/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLOUed,,Natural,Assessment,Mispillion River,,polygon 1440m^2,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,true,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,true,,,false,false,false,,,,,,false,false,false,,4,70
DEMP594,06/18/2012,6,Delaware Bay,Riverine,Riv- Upper Per,LS1BApdTHhw,2,Natural,Assessment,Mispillion River,Slaughter Creek,40mx100m rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,true,false,false,false,,false,false,false,,,false,false,true,false,false,25-Jan,>75,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,false,false,,5,64
DEMP597,06/14/2012,6,Delaware Bay,Flat,Flat-mineral,TEBAIS,,Natural,Assessment,Mispillion River,,40M circle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,1,95
DEMP599,06/29/2012,6,Delaware Bay,Riverine,Riv- Upper Per,LS4BATIhw,1,Natural,Assessment,Mispillion River,Middle Mispillion River,57mx87 m rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,true,,,false,true,false,false,false,0,>75,false,false,,false,false,true,false,true,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,false,false,,true,,false,,,false,true,true,,,,,,false,false,false,,5,23
DEMP600,06/20/2012,6,Delaware Bay,Riverine,Riv- Upper Per,LS1BATHhw,1,Natural,Assessment,Mispillion River,Middle Mispillion River,45mx100m rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,1,90
DEMP611,09/11/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLOIhw,,Natural,Assessment,Mispillion River,,40m circle,false,false,true,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,0,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,1,95
DEMP612,08/06/2012,6,Delaware Bay,Riverine,Riv- Upper Per,TEFLOIhw,1,Natural,Assessment,Mispillion River,Middle Mispillion River,37.66mx100m rectangle,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,true,false,false,false,0,>75,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,3,67
DEMP616,09/11/2012,6,Delaware Bay,Riverine,Riv- Beaver or Human Impounded,LS1FLTHhw,1,Natural,Assessment,Mispillion River,Middle Mispillion River,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,true,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,true,false,25-Jan,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,4,67
DEMP623,09/11/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLOIdrhw,,Natural,Assessment,Mispillion River,,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,true,,,true,false,false,,,,,,false,false,false,,4,77
DEMP624,09/11/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLOUhw,,Natural,Assessment,Mispillion River,,40m circle,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,true,false,false,,false,false,false,,,false,false,false,false,false,0,26-50,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,true,false,false,,false,,false,,,false,true,false,,,,,,false,false,false,,3,74
DEMP630,08/24/2012,6,Delaware Bay,Riverine,Riv- Upper Per,LS4BAOI,1,Natural,Assessment,Mispillion River,Lower Cedar Creek,100X21m Rectangle,true,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,true,false,false,false,0,>75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,false,true,false,,false,,false,,,true,false,false,,,,,,false,false,false,,5,66
DEMP632,09/11/2012,6,Delaware Bay,Riverine,Riv- Beaver or Human Impounded,LS1BApdTH,3,Natural,Assessment,Mispillion River,Upper Mispillion River,40m circle,false,true,false,false,false,false,false,,,,,,false,,false,false,false,false,,,,,100,,false,false,false,false,false,false,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,true,false,26-50,>75,false,false,,false,true,false,false,false,false,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,73
DEMP636,09/11/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLOIhw,,Natural,Assessment,Mispillion River,,40m circle,false,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,60,,false,false,true,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,true,false,,false,false,false,,,false,false,true,false,false,0,25-Jan,false,false,,false,true,false,false,true,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,true,false,false,,false,,false,,,false,false,false,,,,,,false,true,false,,5,53
DEMP639,08/24/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLIS,,Natural,Assessment,Mispillion River,,40m circle,true,false,true,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,25-Jan,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,true,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,true,false,,4,86
DEMP640,08/24/2012,6,Delaware Bay,Flat,Flat-mineral,TEFLOUed,,Natural,Assessment,Mispillion River,,40 m circle,false,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,true,false,false,false,,,false,,,,,false,false,false,,true,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,0,0,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,false,false,,,,,false,false,false,,false,,false,,,true,false,false,,,,,,false,false,false,,3,90
DEMP677,08/06/2012,6,Delaware Bay,Riverine,Riv- Upper Per,LS1BATHhw,2,Natural,Assessment,Mispillion River,Upper Cedar Creek,40m circle,false,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,false,false,false,false,25-Jan,51-75,false,false,,false,false,false,false,false,false,false,false,,,,,,,,,,,,false,false,true,false,,,,,false,false,false,,false,,false,,,false,false,false,,,,,,false,false,false,,3,70
DEMP710,08/06/2012,6,Delaware Bay,Riverine,Riv- Upper Per,TEFLOUhw,1,Natural,Assessment,Mispillion River,Middle Mispillion River,19.33x100m rectangle,true,true,false,false,false,false,true,,,,,,false,,false,false,false,true,,,,,100,,false,false,false,false,false,false,false,true,false,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,true,,,false,true,false,false,false,0,25-Jan,false,false,,false,false,true,false,false,false,false,false,,,,,,,,,,,,true,false,false,false,,,,,false,true,false,,false,,true,,,true,false,true,,,,,,false,false,false,,6,23
DEMP723,08/06/2012,6,Delaware Bay,Riverine,Riv- Upper Per,LS1BATHhw,1,Natural,Assessment,Mispillion River,Lower Mispillion River,40m circle,true,false,true,false,false,false,false,,,,,,false,,false,false,false,false,,,,,70,,false,false,false,false,false,false,false,false,true,,,false,,,,,false,false,false,,false,,false,false,false,false,false,,false,false,false,,,false,true,false,false,false,0,26-50,false,false,,false,false,true,false,false,false,false,false,,,,,,,,,,,,false,false,false,true,,,,,true,false,false,,false,,true,,,false,false,false,,,,,,false,false,false,,5,39
MU0001,05/17/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,false,true,false,false,false,false,false,false,,,,,,,,,,210,false,false,false,false,false,,,,,true,false,false,false,false,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,true,false,,false,,false,true,false,,false,false,false,false,,,,false,false,false,3,,92
MU0002,06/11/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,false,true,false,false,false,false,false,false,,,,,,,,,,90,false,false,false,false,false,,,,,false,false,false,false,false,false,,false,,,false,,true,false,false,false,true,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,true,false,false,true,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,false,false,,false,,true,false,false,,false,false,false,false,,,,false,false,false,3,,82
MU0003,06/11/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,true,,,,,,true,true,false,false,false,false,false,false,,,,,,,,,,80,false,false,false,false,false,,,,,false,false,false,false,false,false,,false,,,false,,true,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,true,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,false,false,,false,,false,false,false,,false,false,false,false,,,,false,true,false,3,,83
MU0004,06/20/2007,345,Delaware Bay,Depression,,,,,Assessment,Murderkill River,,ENTIRE WETLAND POLYGON,false,,,,,,true,false,false,true,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,,false,,,false,true,true,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,true,false,false,false,false,false,true,false,false,true,false,,,false,,,,,,,,,false,true,false,false,,false,true,,false,true,false,,true,,true,true,false,,false,true,false,false,,,,false,false,false,6,,2
MU0005,06/29/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,true,false,false,false,true,false,false,false,,,,,,,,,,20,false,false,false,false,false,,,,,true,false,false,false,true,false,,false,,,false,,false,false,false,false,true,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,true,false,false,false,false,true,false,,,false,,,,,,,,,false,false,false,true,,false,true,,false,false,false,,false,,true,true,false,,false,false,false,false,,,,false,false,false,5,,68
MU0006,05/22/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,true,,,,,,true,false,false,true,false,false,false,false,,,,,,,,,,100,false,false,false,false,false,,,,,false,false,false,false,false,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,true,false,,false,,false,true,false,,false,false,false,false,,,,false,false,false,4,,84
MU0008,08/22/2007,345,Delaware Bay,Riverine,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,false,true,false,false,false,false,false,false,,,,,,,,,,140,false,false,false,false,false,,,,,false,false,false,false,false,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,true,,false,true,,false,false,false,,false,,false,true,false,,false,false,false,false,,,,false,false,false,2,,85
MU0009,06/06/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,true,false,true,false,false,false,false,false,,,,,,,,,,90,false,false,false,false,false,,,,,false,false,false,false,false,false,,false,,,false,,true,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,true,false,false,true,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,false,false,,false,,false,false,false,,false,false,false,false,,,,false,false,false,3,,92
MU0010,07/26/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,true,false,true,false,false,false,false,false,,,,,,,,,,80,false,false,false,false,false,,,,,true,false,false,false,true,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,true,false,false,false,false,false,,,false,,,,,,,,,false,false,false,true,,false,true,,false,true,false,,false,,true,false,false,,false,true,false,false,,,,false,false,false,3,,88
MU0011,07/13/2007,345,Delaware Bay,Depression,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,true,false,true,false,false,false,false,false,,,,,,,,,,0,false,true,false,false,false,,,,,false,true,false,false,true,false,,false,,,false,,true,false,false,false,true,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,true,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,true,false,false,,false,,false,true,false,,false,false,false,false,,,,false,false,false,5,,51
MU0014,06/27/2007,345,Delaware Bay,Riverine,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,false,true,false,false,false,false,false,false,,,,,,,,,,136,false,false,false,false,false,,,,,true,false,false,false,true,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,true,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,true,false,false,,false,,false,true,false,,false,false,false,false,,,,false,false,false,3,,85
MU0017,05/17/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,true,,,,,,false,true,false,false,false,false,false,false,,,,,,,,,,,false,false,false,false,false,,,,,true,false,false,false,false,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,false,false,,false,,false,false,false,,false,false,false,false,,,,false,false,false,2,,94
MU0018,07/13/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,true,false,true,false,false,false,false,false,,,,,,,,,,130,false,false,false,false,false,,,,,false,false,false,false,true,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,true,false,false,true,false,false,false,,,false,,,,,,,,,false,false,false,true,,false,true,,false,false,false,,false,,false,false,false,,false,false,false,false,,,,false,false,false,2,,94
MU0019,06/12/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,true,,,,,,true,false,false,true,false,false,false,false,,,,,,,,,,120,false,false,false,false,false,,,,,false,false,false,false,false,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,false,true,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,false,false,,false,,false,false,false,,false,false,false,false,,,,false,false,false,4,,72
MU0021,08/09/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,true,,,,,,true,false,true,false,false,false,false,false,,,,,,,,,,120,false,false,false,false,false,,,,,false,false,false,false,true,false,,false,,,false,,false,false,false,false,true,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,true,false,false,false,true,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,false,false,,false,,false,true,false,,false,false,false,false,,,,false,false,false,3,,69
MU0022,06/26/2007,345,Delaware Bay,Riverine,,,,,Assessment,Murderkill River,,40M CIRCLE,true,,,,,,false,true,false,false,false,false,false,false,,,,,,,,,,170,false,false,false,false,false,,,,,true,false,false,false,true,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,false,false,,false,,false,false,false,,false,false,false,false,,,,false,false,false,2,,85
MU0023,07/11/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,true,false,false,true,false,false,false,false,,,,,,,,,,,false,false,false,false,false,,,,,false,false,false,false,false,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,false,false,,false,,false,true,false,,false,false,false,false,,,,false,false,false,2,,87
MU0025,06/19/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,true,false,false,true,false,false,false,false,,,,,,,,,,105,false,false,false,false,false,,,,,true,false,false,false,true,false,,false,,,false,,false,false,false,true,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,true,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,false,false,,false,,true,false,false,,false,false,false,false,,,,false,false,false,3,,78
MU0026,07/19/2007,345,Delaware Bay,Riverine,,,,,Assessment,Murderkill River,,32 X 100M RECTANGLE,true,,,,,,true,false,true,false,false,false,false,false,,,,,,,,,,110,false,false,false,false,false,,,,,true,false,false,false,true,false,,false,,,false,,false,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,true,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,true,,false,true,,false,true,false,,false,,false,true,false,,true,false,false,false,,,,false,true,false,4,,85
MU0027,05/17/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,true,,,,,,false,true,false,false,false,false,false,false,,,,,,,,,,,false,false,false,false,false,,,,,true,false,false,false,false,false,,false,,,false,,false,false,false,false,true,false,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,false,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,true,false,false,,false,,true,true,false,,false,false,false,false,,,,false,false,false,3,,82
MU0028,06/01/2007,345,Delaware Bay,Flat,,,,,Assessment,Murderkill River,,40M CIRCLE,false,,,,,,false,true,false,false,false,false,false,false,,,,,,,,,,170,false,false,false,false,false,,,,,false,false,false,false,false,false,,false,,,false,,false,false,false,false,false,true,false,false,,,false,false,false,false,false,false,false,,,false,false,false,false,true,false,false,false,false,false,false,,,false,,,,,,,,,false,false,false,false,,false,false,,false,false,true,,false,,true,false,false,,false,true,false,false,,,,false,true,false,4,,1
